item_id,split,gold,model,arm,native_reasoner,k,N,H
VB-1026,VB,1,gemma3-1b,noref,0,0.0,10,
VB-1026,VB,1,gemma3-1b,verbatim,0,0.0,10,
VB-1026,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1026,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1026,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1026,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1026,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1026,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1026,VB,1,qwen3-1.7b,difficulty,0,0.0,10,4.875
VB-1026,VB,1,qwen3-1.7b,noref,0,0.0,10,
VB-1026,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1026,VB,1,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1026,VB,1,qwen3-32b,noref,0,3.0,10,
VB-1026,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1026,VB,1,qwen3-8b,difficulty,0,0.0,10,1.8
VB-1026,VB,1,qwen3-8b,noref,0,0.0,10,
VB-1026,VB,1,qwen3-8b,verbatim,0,2.0,9,
VB-1026,VB,1,qwen35-9b,difficulty,0,9.0,9,1.4444444444444444
VB-1026,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1026,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1029,VB,0,gemma3-1b,noref,0,0.0,10,
VB-1029,VB,0,gemma3-1b,verbatim,0,0.0,10,
VB-1029,VB,0,gemma4-26b,difficulty,1,0.0,10,1.4
VB-1029,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1029,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1029,VB,0,gptoss-20b,difficulty,1,0.0,10,1.7
VB-1029,VB,0,gptoss-20b,noref,1,1.0,10,
VB-1029,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1029,VB,0,qwen3-1.7b,difficulty,0,0.0,10,2.5
VB-1029,VB,0,qwen3-1.7b,noref,0,0.0,10,
VB-1029,VB,0,qwen3-1.7b,verbatim,0,6.0,10,
VB-1029,VB,0,qwen3-32b,difficulty,0,0.0,10,3.5
VB-1029,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1029,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1029,VB,0,qwen3-8b,difficulty,0,0.0,10,3.1
VB-1029,VB,0,qwen3-8b,noref,0,2.0,10,
VB-1029,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1029,VB,0,qwen35-9b,difficulty,0,0.0,10,2.4
VB-1029,VB,0,qwen35-9b,noref,0,0.0,10,
VB-1029,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1042,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1042,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1042,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1042,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1042,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1042,VB,1,gptoss-20b,difficulty,1,7.0,7,1.0
VB-1042,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1042,VB,1,gptoss-20b,verbatim,1,8.0,8,
VB-1042,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-1042,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1042,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1042,VB,1,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1042,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1042,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1042,VB,1,qwen3-8b,difficulty,0,10.0,10,1.8
VB-1042,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1042,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1042,VB,1,qwen35-9b,difficulty,0,10.0,10,1.4
VB-1042,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1042,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1052,VB,1,gemma3-1b,difficulty,0,0.0,10,3.0
VB-1052,VB,1,gemma3-1b,noref,0,3.0,7,
VB-1052,VB,1,gemma3-1b,verbatim,0,0.0,10,
VB-1052,VB,1,gemma4-26b,difficulty,1,6.0,6,1.0
VB-1052,VB,1,gemma4-26b,noref,1,0.0,3,
VB-1052,VB,1,gemma4-26b,verbatim,1,8.0,8,
VB-1052,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1052,VB,1,gptoss-20b,noref,1,1.0,10,
VB-1052,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1052,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1052,VB,1,qwen3-1.7b,noref,0,7.0,10,
VB-1052,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1052,VB,1,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1052,VB,1,qwen3-32b,noref,0,8.0,10,
VB-1052,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1052,VB,1,qwen3-8b,difficulty,0,10.0,10,2.7
VB-1052,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1052,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1052,VB,1,qwen35-9b,difficulty,0,8.0,8,2.0
VB-1052,VB,1,qwen35-9b,verbatim,0,6.0,6,
VB-1068,VB,1,gemma4-26b,difficulty,1,10.0,10,1.4
VB-1068,VB,1,gemma4-26b,noref,1,9.0,10,
VB-1068,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1068,VB,1,gptoss-20b,difficulty,1,9.0,9,1.2222222222222223
VB-1068,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1068,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1068,VB,1,qwen3-1.7b,difficulty,0,3.0,9,2.888888888888889
VB-1068,VB,1,qwen3-1.7b,noref,0,2.0,9,
VB-1068,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1068,VB,1,qwen3-32b,difficulty,0,10.0,10,3.0
VB-1068,VB,1,qwen3-32b,noref,0,8.0,10,
VB-1068,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1068,VB,1,qwen3-8b,difficulty,0,10.0,10,2.9
VB-1068,VB,1,qwen3-8b,noref,0,6.0,10,
VB-1068,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1068,VB,1,qwen35-9b,difficulty,0,10.0,10,3.5
VB-1068,VB,1,qwen35-9b,noref,0,3.0,3,
VB-1068,VB,1,qwen35-9b,verbatim,0,9.0,9,
VB-1086,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1086,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1086,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1086,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1086,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1086,VB,1,gptoss-20b,difficulty,1,10.0,10,1.1
VB-1086,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1086,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1086,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-1086,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1086,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1086,VB,1,qwen3-32b,difficulty,0,3.0,3,2.6666666666666665
VB-1086,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1086,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1086,VB,1,qwen3-8b,difficulty,0,10.0,10,3.1
VB-1086,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1086,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1086,VB,1,qwen35-9b,difficulty,0,10.0,10,1.9
VB-1086,VB,1,qwen35-9b,noref,0,8.0,8,
VB-1086,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1089,VB,0,gemma3-1b,difficulty,0,4.0,4,
VB-1089,VB,0,gemma3-1b,noref,0,6.0,10,
VB-1089,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1089,VB,0,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1089,VB,0,gemma4-26b,noref,1,3.0,10,
VB-1089,VB,0,gemma4-26b,verbatim,1,10.0,10,
VB-1089,VB,0,gptoss-20b,difficulty,1,10.0,10,1.5
VB-1089,VB,0,gptoss-20b,noref,1,7.0,10,
VB-1089,VB,0,gptoss-20b,verbatim,1,10.0,10,
VB-1089,VB,0,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1089,VB,0,qwen3-1.7b,noref,0,10.0,10,
VB-1089,VB,0,qwen3-1.7b,verbatim,0,10.0,10,
VB-1089,VB,0,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1089,VB,0,qwen3-32b,noref,0,6.0,10,
VB-1089,VB,0,qwen3-32b,verbatim,0,10.0,10,
VB-1089,VB,0,qwen3-8b,difficulty,0,9.0,9,2.5555555555555554
VB-1089,VB,0,qwen3-8b,noref,0,8.0,10,
VB-1089,VB,0,qwen3-8b,verbatim,0,10.0,10,
VB-1089,VB,0,qwen35-9b,difficulty,0,4.0,10,2.0
VB-1089,VB,0,qwen35-9b,noref,0,2.0,9,
VB-1089,VB,0,qwen35-9b,verbatim,0,10.0,10,
VB-11,VB,0,gemma3-1b,difficulty,0,10.0,10,1.0
VB-11,VB,0,gemma3-1b,noref,0,6.0,6,
VB-11,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-11,VB,0,gemma4-26b,difficulty,1,0.0,10,1.3
VB-11,VB,0,gemma4-26b,noref,1,0.0,10,
VB-11,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-11,VB,0,gptoss-20b,difficulty,1,0.0,10,1.4
VB-11,VB,0,gptoss-20b,noref,1,0.0,10,
VB-11,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-11,VB,0,qwen3-1.7b,difficulty,0,2.0,10,2.6666666666666665
VB-11,VB,0,qwen3-1.7b,noref,0,5.0,10,
VB-11,VB,0,qwen3-1.7b,verbatim,0,5.0,10,
VB-11,VB,0,qwen3-32b,difficulty,0,0.0,10,2.1
VB-11,VB,0,qwen3-32b,noref,0,0.0,10,
VB-11,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-11,VB,0,qwen3-8b,difficulty,0,0.0,10,2.9
VB-11,VB,0,qwen3-8b,noref,0,0.0,10,
VB-11,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-11,VB,0,qwen35-9b,difficulty,0,0.0,10,1.0
VB-11,VB,0,qwen35-9b,noref,0,0.0,9,
VB-11,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1101,VB,0,gemma3-1b,difficulty,0,10.0,10,
VB-1101,VB,0,gemma3-1b,noref,0,9.0,10,
VB-1101,VB,0,gemma3-1b,verbatim,0,3.0,10,
VB-1101,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1101,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1101,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1101,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1101,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1101,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1101,VB,0,qwen3-1.7b,difficulty,0,0.0,10,2.5
VB-1101,VB,0,qwen3-1.7b,noref,0,6.0,10,
VB-1101,VB,0,qwen3-1.7b,verbatim,0,0.0,10,
VB-1101,VB,0,qwen3-32b,difficulty,0,0.0,10,2.7
VB-1101,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1101,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1101,VB,0,qwen3-8b,difficulty,0,0.0,10,2.9
VB-1101,VB,0,qwen3-8b,noref,0,0.0,10,
VB-1101,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1101,VB,0,qwen35-9b,difficulty,0,0.0,10,1.9
VB-1101,VB,0,qwen35-9b,noref,0,0.0,10,
VB-1101,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1109,VB,0,gemma3-1b,difficulty,0,5.0,5,
VB-1109,VB,0,gemma3-1b,noref,0,3.0,3,
VB-1109,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1109,VB,0,gemma4-26b,difficulty,1,0.0,10,3.9
VB-1109,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1109,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1109,VB,0,gptoss-20b,difficulty,1,0.0,10,2.3
VB-1109,VB,0,gptoss-20b,noref,1,3.0,10,
VB-1109,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1109,VB,0,qwen3-1.7b,difficulty,0,8.0,10,4.0
VB-1109,VB,0,qwen3-1.7b,noref,0,8.0,10,
VB-1109,VB,0,qwen3-1.7b,verbatim,0,9.0,10,
VB-1109,VB,0,qwen3-32b,difficulty,0,0.0,10,3.3
VB-1109,VB,0,qwen3-32b,noref,0,9.0,10,
VB-1109,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1109,VB,0,qwen3-8b,difficulty,0,0.0,10,3.8
VB-1109,VB,0,qwen3-8b,noref,0,9.0,10,
VB-1109,VB,0,qwen3-8b,verbatim,0,1.0,10,
VB-1109,VB,0,qwen35-9b,difficulty,0,0.0,8,2.5
VB-1109,VB,0,qwen35-9b,noref,0,0.0,4,
VB-1109,VB,0,qwen35-9b,verbatim,0,0.0,8,
VB-1112,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1112,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1112,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1112,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1112,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1112,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1112,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1112,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1112,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-1112,VB,1,qwen3-1.7b,noref,0,8.0,8,
VB-1112,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1112,VB,1,qwen3-32b,difficulty,0,10.0,10,1.9
VB-1112,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1112,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1112,VB,1,qwen3-8b,difficulty,0,10.0,10,1.8
VB-1112,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1112,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1112,VB,1,qwen35-9b,difficulty,0,10.0,10,1.0
VB-1112,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1112,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1139,VB,0,gemma3-1b,difficulty,0,10.0,10,
VB-1139,VB,0,gemma3-1b,noref,0,9.0,10,
VB-1139,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1139,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1139,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1139,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1139,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1139,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1139,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1139,VB,0,qwen3-1.7b,difficulty,0,7.0,10,4.4
VB-1139,VB,0,qwen3-1.7b,noref,0,5.0,10,
VB-1139,VB,0,qwen3-1.7b,verbatim,0,4.0,10,
VB-1139,VB,0,qwen3-32b,difficulty,0,0.0,10,3.2
VB-1139,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1139,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1139,VB,0,qwen3-8b,difficulty,0,0.0,10,3.6
VB-1139,VB,0,qwen3-8b,noref,0,0.0,10,
VB-1139,VB,0,qwen3-8b,verbatim,0,1.0,10,
VB-1139,VB,0,qwen35-9b,difficulty,0,0.0,10,2.8
VB-1139,VB,0,qwen35-9b,noref,0,0.0,10,
VB-1139,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-114,VB,1,gemma3-1b,noref,0,6.0,6,
VB-114,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-114,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-114,VB,1,gemma4-26b,noref,1,10.0,10,
VB-114,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-114,VB,1,gptoss-20b,difficulty,1,10.0,10,1.1
VB-114,VB,1,gptoss-20b,noref,1,10.0,10,
VB-114,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-114,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-114,VB,1,qwen3-1.7b,noref,0,6.0,6,
VB-114,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-114,VB,1,qwen3-32b,difficulty,0,3.0,3,3.0
VB-114,VB,1,qwen3-32b,noref,0,3.0,3,
VB-114,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-114,VB,1,qwen3-8b,difficulty,0,10.0,10,3.5
VB-114,VB,1,qwen3-8b,noref,0,9.0,10,
VB-114,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-114,VB,1,qwen35-9b,difficulty,0,10.0,10,1.8
VB-114,VB,1,qwen35-9b,noref,0,10.0,10,
VB-114,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1146,VB,1,gemma3-1b,difficulty,0,10.0,10,
VB-1146,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1146,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1146,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1146,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1146,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1146,VB,1,gptoss-20b,difficulty,1,10.0,10,1.2
VB-1146,VB,1,gptoss-20b,noref,1,3.0,10,
VB-1146,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1146,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1146,VB,1,qwen3-1.7b,noref,0,9.0,10,
VB-1146,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1146,VB,1,qwen3-32b,difficulty,0,10.0,10,1.6
VB-1146,VB,1,qwen3-32b,noref,0,6.0,10,
VB-1146,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1146,VB,1,qwen3-8b,difficulty,0,10.0,10,2.4
VB-1146,VB,1,qwen3-8b,noref,0,5.0,10,
VB-1146,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1146,VB,1,qwen35-9b,difficulty,0,10.0,10,2.0
VB-1146,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1146,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1149,VB,0,gemma3-1b,noref,0,10.0,10,
VB-1149,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1149,VB,0,gemma4-26b,difficulty,1,0.0,10,1.2
VB-1149,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1149,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1149,VB,0,gptoss-20b,difficulty,1,0.0,10,1.6
VB-1149,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1149,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1149,VB,0,qwen3-1.7b,difficulty,0,10.0,10,4.6
VB-1149,VB,0,qwen3-1.7b,noref,0,9.0,10,
VB-1149,VB,0,qwen3-1.7b,verbatim,0,1.0,10,
VB-1149,VB,0,qwen3-32b,difficulty,0,0.0,10,3.3
VB-1149,VB,0,qwen3-32b,noref,0,1.0,10,
VB-1149,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1149,VB,0,qwen3-8b,difficulty,0,0.0,10,3.3
VB-1149,VB,0,qwen3-8b,noref,0,0.0,10,
VB-1149,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1149,VB,0,qwen35-9b,difficulty,0,0.0,9,3.111111111111111
VB-1149,VB,0,qwen35-9b,noref,0,0.0,2,
VB-1149,VB,0,qwen35-9b,verbatim,0,0.0,7,
VB-1160,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1160,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1160,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1160,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1160,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1160,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1160,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1160,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1160,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-1160,VB,1,qwen3-1.7b,noref,0,2.0,2,
VB-1160,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1160,VB,1,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1160,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1160,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1160,VB,1,qwen3-8b,difficulty,0,9.0,9,1.4444444444444444
VB-1160,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1160,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1160,VB,1,qwen35-9b,difficulty,0,10.0,10,1.9
VB-1160,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1160,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1176,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1176,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1176,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1176,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1176,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1176,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1176,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1176,VB,1,gptoss-20b,verbatim,1,9.0,9,
VB-1176,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1176,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1176,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1176,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
VB-1176,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1176,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1176,VB,1,qwen3-8b,difficulty,0,10.0,10,1.6
VB-1176,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1176,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1176,VB,1,qwen35-9b,difficulty,0,10.0,10,1.0
VB-1176,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1176,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-118,VB,1,gemma3-1b,difficulty,0,2.0,2,
VB-118,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-118,VB,1,gemma4-26b,noref,1,10.0,10,
VB-118,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-118,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-118,VB,1,gptoss-20b,noref,1,10.0,10,
VB-118,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-118,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-118,VB,1,qwen3-1.7b,noref,0,5.0,10,
VB-118,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-118,VB,1,qwen3-32b,difficulty,0,10.0,10,1.6
VB-118,VB,1,qwen3-32b,noref,0,10.0,10,
VB-118,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-118,VB,1,qwen3-8b,difficulty,0,10.0,10,2.1
VB-118,VB,1,qwen3-8b,noref,0,10.0,10,
VB-118,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-118,VB,1,qwen35-9b,difficulty,0,10.0,10,1.9
VB-118,VB,1,qwen35-9b,noref,0,10.0,10,
VB-118,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-120,VB,1,gemma3-1b,difficulty,0,6.0,7,1.0
VB-120,VB,1,gemma3-1b,noref,0,2.0,2,
VB-120,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-120,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-120,VB,1,gemma4-26b,noref,1,10.0,10,
VB-120,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-120,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-120,VB,1,gptoss-20b,noref,1,4.0,10,
VB-120,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-120,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-120,VB,1,qwen3-1.7b,noref,0,4.0,9,
VB-120,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-120,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
