item_id,split,gold,model,arm,round,native_reasoner,verdict,difficulty,n_chars,status
VB-611,VB,0,qwen3-1.7b,difficulty,4,0,0,3,660,ok
VB-611,VB,0,qwen3-1.7b,difficulty,5,0,0,3,677,ok
VB-611,VB,0,qwen3-1.7b,difficulty,6,0,0,3,634,ok
VB-611,VB,0,qwen3-1.7b,difficulty,7,0,0,2,606,ok
VB-611,VB,0,qwen3-1.7b,difficulty,8,0,0,3,712,ok
VB-611,VB,0,qwen3-1.7b,difficulty,9,0,0,3,621,ok
VB-611,VB,0,qwen3-1.7b,noref,0,0,0,,384,ok
VB-611,VB,0,qwen3-1.7b,noref,1,0,0,,414,ok
VB-611,VB,0,qwen3-1.7b,noref,2,0,0,,530,ok
VB-611,VB,0,qwen3-1.7b,noref,3,0,0,,410,ok
VB-611,VB,0,qwen3-1.7b,noref,4,0,0,,617,ok
VB-611,VB,0,qwen3-1.7b,noref,5,0,0,,493,ok
VB-611,VB,0,qwen3-1.7b,noref,6,0,0,,340,ok
VB-611,VB,0,qwen3-1.7b,noref,7,0,0,,455,ok
VB-611,VB,0,qwen3-1.7b,noref,8,0,0,,563,ok
VB-611,VB,0,qwen3-1.7b,noref,9,0,0,,539,ok
VB-1519,VB,0,qwen3-8b,verbatim,0,0,0,,848,ok
VB-1519,VB,0,qwen3-8b,verbatim,1,0,0,,905,ok
VB-1519,VB,0,qwen3-8b,verbatim,2,0,0,,847,ok
VB-1519,VB,0,qwen3-8b,verbatim,3,0,0,,1302,ok
VB-1519,VB,0,qwen3-8b,verbatim,4,0,0,,1297,ok
VB-1519,VB,0,qwen3-8b,verbatim,5,0,0,,1085,ok
VB-1519,VB,0,qwen3-8b,verbatim,6,0,0,,1300,ok
VB-1519,VB,0,qwen3-8b,verbatim,7,0,0,,844,ok
VB-1519,VB,0,qwen3-8b,verbatim,8,0,0,,1076,ok
VB-1519,VB,0,qwen3-8b,verbatim,9,0,0,,858,ok
VB-1519,VB,0,qwen3-8b,difficulty,0,0,0,3,1997,ok
VB-1519,VB,0,qwen3-8b,difficulty,1,0,0,2,1024,ok
VB-1519,VB,0,qwen3-8b,difficulty,2,0,0,1,895,ok
VB-1519,VB,0,qwen3-8b,difficulty,3,0,0,2,911,ok
VB-1519,VB,0,qwen3-8b,difficulty,4,0,0,1,1067,ok
VB-1519,VB,0,qwen3-8b,difficulty,5,0,0,2,1240,ok
VB-1519,VB,0,qwen3-8b,difficulty,6,0,,2,1563,no_verdict
VB-1519,VB,0,qwen3-8b,difficulty,7,0,0,2,1378,ok
VB-1519,VB,0,qwen3-8b,difficulty,8,0,0,1,1223,ok
VB-1519,VB,0,qwen3-8b,difficulty,9,0,0,2,1059,ok
VB-1519,VB,0,qwen3-8b,noref,0,0,1,,2229,ok
VB-1519,VB,0,qwen3-8b,noref,1,0,1,,2268,ok
VB-1519,VB,0,qwen3-8b,noref,2,0,1,,1921,ok
VB-1519,VB,0,qwen3-8b,noref,3,0,1,,2247,ok
VB-1519,VB,0,qwen3-8b,noref,4,0,1,,2194,ok
VB-1519,VB,0,qwen3-8b,noref,5,0,1,,2171,ok
VB-1519,VB,0,qwen3-8b,noref,6,0,1,,2148,ok
VB-1519,VB,0,qwen3-8b,noref,7,0,1,,2055,ok
VB-1519,VB,0,qwen3-8b,noref,8,0,1,,2481,ok
VB-1519,VB,0,qwen3-8b,noref,9,0,1,,2242,ok
VB-1213,VB,0,qwen3-8b,verbatim,0,0,0,,1601,ok
VB-1213,VB,0,qwen3-8b,verbatim,1,0,0,,1517,ok
VB-1213,VB,0,qwen3-8b,verbatim,2,0,0,,1944,ok
VB-1213,VB,0,qwen3-8b,verbatim,3,0,0,,1470,ok
VB-1213,VB,0,qwen3-8b,verbatim,4,0,0,,1682,ok
VB-1213,VB,0,qwen3-8b,verbatim,5,0,0,,2185,ok
VB-1213,VB,0,qwen3-8b,verbatim,6,0,0,,1901,ok
VB-1213,VB,0,qwen3-8b,verbatim,7,0,0,,1528,ok
VB-1213,VB,0,qwen3-8b,verbatim,8,0,0,,1968,ok
VB-1213,VB,0,qwen3-8b,verbatim,9,0,0,,1489,ok
VB-1213,VB,0,qwen3-8b,difficulty,0,0,0,5,1446,ok
VB-1213,VB,0,qwen3-8b,difficulty,1,0,0,5,1068,ok
VB-1213,VB,0,qwen3-8b,difficulty,2,0,0,5,2195,ok
VB-1213,VB,0,qwen3-8b,difficulty,3,0,0,5,1705,ok
VB-1213,VB,0,qwen3-8b,difficulty,4,0,0,5,1494,ok
VB-1213,VB,0,qwen3-8b,difficulty,5,0,0,5,1663,ok
VB-1213,VB,0,qwen3-8b,difficulty,6,0,0,5,2291,ok
VB-1213,VB,0,qwen3-8b,difficulty,7,0,0,5,1655,ok
VB-1213,VB,0,qwen3-8b,difficulty,8,0,0,3,1932,ok
VB-1213,VB,0,qwen3-8b,difficulty,9,0,0,5,2071,ok
VB-1213,VB,0,qwen3-8b,noref,0,0,0,,3775,ok
VB-1213,VB,0,qwen3-8b,noref,1,0,0,,4368,ok
VB-1213,VB,0,qwen3-8b,noref,2,0,0,,3284,ok
VB-1213,VB,0,qwen3-8b,noref,3,0,0,,2473,ok
VB-1213,VB,0,qwen3-8b,noref,4,0,0,,2826,ok
VB-1213,VB,0,qwen3-8b,noref,5,0,0,,3521,ok
VB-1213,VB,0,qwen3-8b,noref,6,0,0,,4211,ok
VB-1213,VB,0,qwen3-8b,noref,7,0,0,,3145,ok
VB-1213,VB,0,qwen3-8b,noref,8,0,0,,3413,ok
VB-1213,VB,0,qwen3-8b,noref,9,0,0,,3024,ok
VB-611,VB,0,qwen3-8b,verbatim,0,0,0,,904,ok
VB-611,VB,0,qwen3-8b,verbatim,1,0,0,,945,ok
VB-611,VB,0,qwen3-8b,verbatim,2,0,0,,1057,ok
VB-611,VB,0,qwen3-8b,verbatim,3,0,0,,905,ok
VB-611,VB,0,qwen3-8b,verbatim,4,0,0,,1001,ok
VB-611,VB,0,qwen3-8b,verbatim,5,0,0,,908,ok
VB-611,VB,0,qwen3-8b,verbatim,6,0,0,,957,ok
VB-611,VB,0,qwen3-8b,verbatim,7,0,0,,1047,ok
VB-611,VB,0,qwen3-8b,verbatim,8,0,0,,1008,ok
VB-611,VB,0,qwen3-8b,verbatim,9,0,0,,776,ok
VB-611,VB,0,qwen3-8b,difficulty,0,0,0,3,944,ok
VB-611,VB,0,qwen3-8b,difficulty,1,0,0,3,1018,ok
VB-611,VB,0,qwen3-8b,difficulty,2,0,0,3,1042,ok
VB-611,VB,0,qwen3-8b,difficulty,3,0,0,3,897,ok
VB-611,VB,0,qwen3-8b,difficulty,4,0,0,3,427,ok
VB-611,VB,0,qwen3-8b,difficulty,5,0,0,3,507,ok
VB-611,VB,0,qwen3-8b,difficulty,6,0,0,3,809,ok
VB-611,VB,0,qwen3-8b,difficulty,7,0,0,3,614,ok
VB-611,VB,0,qwen3-8b,difficulty,8,0,0,3,795,ok
VB-611,VB,0,qwen3-8b,difficulty,9,0,0,3,904,ok
VB-611,VB,0,qwen3-8b,noref,0,0,0,,1337,ok
VB-611,VB,0,qwen3-8b,noref,1,0,0,,692,ok
VB-611,VB,0,qwen3-8b,noref,2,0,0,,1486,ok
VB-611,VB,0,qwen3-8b,noref,3,0,0,,1347,ok
VB-611,VB,0,qwen3-8b,noref,4,0,0,,1185,ok
VB-611,VB,0,qwen3-8b,noref,5,0,0,,974,ok
VB-611,VB,0,qwen3-8b,noref,6,0,0,,1255,ok
VB-611,VB,0,qwen3-8b,noref,7,0,0,,1299,ok
VB-611,VB,0,qwen3-8b,noref,8,0,0,,1222,ok
VB-611,VB,0,qwen3-8b,noref,9,0,0,,1387,ok
VB-1519,VB,0,qwen35-9b,verbatim,0,0,0,,3592,ok
VB-1519,VB,0,qwen35-9b,verbatim,1,0,0,,6331,ok
VB-1519,VB,0,qwen35-9b,verbatim,2,0,0,,5266,ok
VB-1519,VB,0,qwen35-9b,verbatim,3,0,0,,2771,ok
VB-1519,VB,0,qwen35-9b,verbatim,4,0,0,,5950,ok
VB-1519,VB,0,qwen35-9b,verbatim,5,0,0,,5309,ok
VB-1519,VB,0,qwen35-9b,verbatim,6,0,0,,5556,ok
VB-1519,VB,0,qwen35-9b,verbatim,7,0,0,,1535,ok
VB-1519,VB,0,qwen35-9b,verbatim,8,0,,,6530,truncated_or_rambling
VB-1519,VB,0,qwen35-9b,verbatim,9,0,0,,3385,ok
VB-1519,VB,0,qwen35-9b,difficulty,0,0,0,2,2768,ok
VB-1519,VB,0,qwen35-9b,difficulty,1,0,0,2,2867,ok
VB-1519,VB,0,qwen35-9b,difficulty,2,0,0,1,4026,ok
VB-1519,VB,0,qwen35-9b,difficulty,3,0,0,1,5442,ok
VB-1519,VB,0,qwen35-9b,difficulty,4,0,0,1,5035,ok
VB-1519,VB,0,qwen35-9b,difficulty,5,0,0,1,5639,ok
VB-1519,VB,0,qwen35-9b,difficulty,6,0,0,2,4155,ok
VB-1519,VB,0,qwen35-9b,difficulty,7,0,0,1,4332,ok
VB-1519,VB,0,qwen35-9b,difficulty,8,0,0,1,7382,ok
VB-1519,VB,0,qwen35-9b,difficulty,9,0,0,2,7309,ok
VB-1519,VB,0,qwen35-9b,noref,0,0,1,,2820,ok
VB-1519,VB,0,qwen35-9b,noref,1,0,1,,2511,ok
VB-1519,VB,0,qwen35-9b,noref,2,0,1,,3266,ok
VB-1519,VB,0,qwen35-9b,noref,3,0,1,,2610,ok
VB-1519,VB,0,qwen35-9b,noref,4,0,1,,2854,ok
VB-1519,VB,0,qwen35-9b,noref,5,0,1,,2606,ok
VB-1519,VB,0,qwen35-9b,noref,6,0,1,,2676,ok
VB-1519,VB,0,qwen35-9b,noref,7,0,1,,2490,ok
VB-1519,VB,0,qwen35-9b,noref,8,0,1,,2653,ok
VB-1519,VB,0,qwen35-9b,noref,9,0,1,,3284,ok
VB-1213,VB,0,qwen35-9b,verbatim,0,0,0,,3365,ok
VB-1213,VB,0,qwen35-9b,verbatim,1,0,0,,2745,ok
VB-1213,VB,0,qwen35-9b,verbatim,2,0,0,,2836,ok
VB-1213,VB,0,qwen35-9b,verbatim,3,0,0,,3191,ok
VB-1213,VB,0,qwen35-9b,verbatim,4,0,,,6730,truncated_or_rambling
VB-1213,VB,0,qwen35-9b,verbatim,5,0,0,,3461,ok
VB-1213,VB,0,qwen35-9b,verbatim,6,0,0,,2890,ok
VB-1213,VB,0,qwen35-9b,verbatim,7,0,0,,3111,ok
VB-1213,VB,0,qwen35-9b,verbatim,8,0,0,,2618,ok
VB-1213,VB,0,qwen35-9b,verbatim,9,0,0,,3482,ok
VB-1213,VB,0,qwen35-9b,difficulty,0,0,0,2,3231,ok
VB-1213,VB,0,qwen35-9b,difficulty,1,0,0,2,2493,ok
VB-1213,VB,0,qwen35-9b,difficulty,2,0,0,2,2424,ok
VB-1213,VB,0,qwen35-9b,difficulty,3,0,0,2,2418,ok
VB-1213,VB,0,qwen35-9b,difficulty,4,0,0,2,2401,ok
VB-1213,VB,0,qwen35-9b,difficulty,5,0,0,2,2690,ok
VB-1213,VB,0,qwen35-9b,difficulty,6,0,0,1,2369,ok
VB-1213,VB,0,qwen35-9b,difficulty,7,0,0,3,4207,ok
VB-1213,VB,0,qwen35-9b,difficulty,8,0,0,2,2496,ok
VB-1213,VB,0,qwen35-9b,difficulty,9,0,0,2,2741,ok
VB-1213,VB,0,qwen35-9b,noref,0,0,,,5204,truncated_or_rambling
VB-1213,VB,0,qwen35-9b,noref,1,0,0,,2976,ok
VB-1213,VB,0,qwen35-9b,noref,2,0,0,,2971,ok
VB-1213,VB,0,qwen35-9b,noref,3,0,0,,4568,ok
VB-1213,VB,0,qwen35-9b,noref,4,0,0,,2053,ok
VB-1213,VB,0,qwen35-9b,noref,5,0,0,,2362,ok
VB-1213,VB,0,qwen35-9b,noref,6,0,0,,4318,ok
VB-1213,VB,0,qwen35-9b,noref,7,0,0,,2360,ok
VB-1213,VB,0,qwen35-9b,noref,8,0,0,,3134,ok
VB-1213,VB,0,qwen35-9b,noref,9,0,,,4230,truncated_or_rambling
VB-611,VB,0,qwen35-9b,verbatim,0,0,0,,1952,ok
VB-611,VB,0,qwen35-9b,verbatim,1,0,0,,1496,ok
VB-611,VB,0,qwen35-9b,verbatim,2,0,0,,2274,ok
VB-611,VB,0,qwen35-9b,verbatim,3,0,1,,8448,ok
VB-611,VB,0,qwen35-9b,verbatim,4,0,0,,2008,ok
VB-611,VB,0,qwen35-9b,verbatim,5,0,0,,1825,ok
VB-611,VB,0,qwen35-9b,verbatim,6,0,0,,1960,ok
VB-611,VB,0,qwen35-9b,verbatim,7,0,0,,1477,ok
VB-611,VB,0,qwen35-9b,verbatim,8,0,0,,1990,ok
VB-611,VB,0,qwen35-9b,verbatim,9,0,0,,2308,ok
VB-611,VB,0,qwen35-9b,difficulty,0,0,0,2,1921,ok
VB-611,VB,0,qwen35-9b,difficulty,1,0,0,1,2851,ok
VB-611,VB,0,qwen35-9b,difficulty,2,0,0,2,1313,ok
VB-611,VB,0,qwen35-9b,difficulty,3,0,0,1,2647,ok
VB-611,VB,0,qwen35-9b,difficulty,4,0,0,2,1172,ok
VB-611,VB,0,qwen35-9b,difficulty,5,0,0,2,852,ok
VB-611,VB,0,qwen35-9b,difficulty,6,0,0,2,1103,ok
VB-611,VB,0,qwen35-9b,difficulty,7,0,0,2,1088,ok
VB-611,VB,0,qwen35-9b,difficulty,8,0,0,1,2408,ok
VB-611,VB,0,qwen35-9b,difficulty,9,0,0,2,905,ok
VB-611,VB,0,qwen35-9b,noref,0,0,0,,1783,ok
VB-611,VB,0,qwen35-9b,noref,1,0,0,,1793,ok
VB-611,VB,0,qwen35-9b,noref,2,0,0,,2380,ok
VB-611,VB,0,qwen35-9b,noref,3,0,0,,2282,ok
VB-611,VB,0,qwen35-9b,noref,4,0,0,,2435,ok
VB-611,VB,0,qwen35-9b,noref,5,0,0,,2027,ok
VB-611,VB,0,qwen35-9b,noref,6,0,0,,2227,ok
VB-611,VB,0,qwen35-9b,noref,7,0,0,,2193,ok
VB-611,VB,0,qwen35-9b,noref,8,0,0,,1936,ok
VB-611,VB,0,qwen35-9b,noref,9,0,0,,1756,ok
VB-1519,VB,0,gemma3-1b,verbatim,0,0,1,,342,ok
VB-1519,VB,0,gemma3-1b,verbatim,1,0,,,389,no_verdict
VB-1519,VB,0,gemma3-1b,verbatim,2,0,1,,244,ok
VB-1519,VB,0,gemma3-1b,verbatim,3,0,1,,342,ok
VB-1519,VB,0,gemma3-1b,verbatim,4,0,1,,366,ok
VB-1519,VB,0,gemma3-1b,verbatim,5,0,1,,239,ok
VB-1519,VB,0,gemma3-1b,verbatim,6,0,1,,74,ok
VB-1519,VB,0,gemma3-1b,verbatim,7,0,1,,209,ok
VB-1519,VB,0,gemma3-1b,verbatim,8,0,1,,264,ok
VB-1519,VB,0,gemma3-1b,verbatim,9,0,1,,246,ok
VB-1519,VB,0,gemma3-1b,difficulty,0,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,1,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,2,0,1,,19,ok
VB-1519,VB,0,gemma3-1b,difficulty,3,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,4,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,5,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,6,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,7,0,1,,20,ok
VB-1519,VB,0,gemma3-1b,difficulty,8,0,1,,19,ok
VB-1519,VB,0,gemma3-1b,difficulty,9,0,1,,19,ok
VB-1519,VB,0,gemma3-1b,noref,0,0,1,,388,ok
VB-1519,VB,0,gemma3-1b,noref,1,0,1,,259,ok
VB-1519,VB,0,gemma3-1b,noref,2,0,1,,275,ok
VB-1519,VB,0,gemma3-1b,noref,3,0,1,,274,ok
VB-1519,VB,0,gemma3-1b,noref,4,0,1,,244,ok
VB-1519,VB,0,gemma3-1b,noref,5,0,1,,377,ok
VB-1519,VB,0,gemma3-1b,noref,6,0,1,,336,ok
VB-1519,VB,0,gemma3-1b,noref,7,0,1,,290,ok
VB-1519,VB,0,gemma3-1b,noref,8,0,1,,235,ok
VB-1519,VB,0,gemma3-1b,noref,9,0,1,,285,ok
VB-1213,VB,0,gemma3-1b,verbatim,0,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,1,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,2,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,3,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,4,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,5,0,1,,20,ok
VB-1213,VB,0,gemma3-1b,verbatim,6,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,7,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,8,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,verbatim,9,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,0,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,1,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,2,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,3,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,4,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,5,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,6,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,7,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,8,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,difficulty,9,0,1,,19,ok
VB-1213,VB,0,gemma3-1b,noref,0,0,1,,2383,ok
VB-1213,VB,0,gemma3-1b,noref,1,0,0,,2015,ok
VB-1213,VB,0,gemma3-1b,noref,2,0,0,,1350,ok
VB-1213,VB,0,gemma3-1b,noref,3,0,1,,45,ok
VB-1213,VB,0,gemma3-1b,noref,4,0,1,,702,ok
VB-1213,VB,0,gemma3-1b,noref,5,0,1,,986,ok
VB-1213,VB,0,gemma3-1b,noref,6,0,1,,681,ok
VB-1213,VB,0,gemma3-1b,noref,7,0,1,,1682,ok
VB-1213,VB,0,gemma3-1b,noref,8,0,1,,1744,ok
VB-1213,VB,0,gemma3-1b,noref,9,0,1,,2565,ok
VB-611,VB,0,gemma3-1b,verbatim,0,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,1,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,2,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,3,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,4,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,5,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,6,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,7,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,8,0,1,,19,ok
VB-611,VB,0,gemma3-1b,verbatim,9,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,0,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,1,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,2,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,3,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,4,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,5,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,6,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,7,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,8,0,1,,19,ok
VB-611,VB,0,gemma3-1b,difficulty,9,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,0,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,1,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,2,0,1,,273,ok
VB-611,VB,0,gemma3-1b,noref,3,0,1,,97,ok
VB-611,VB,0,gemma3-1b,noref,4,0,1,,305,ok
VB-611,VB,0,gemma3-1b,noref,5,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,6,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,7,0,1,,19,ok
VB-611,VB,0,gemma3-1b,noref,8,0,1,,213,ok
VB-611,VB,0,gemma3-1b,noref,9,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,0,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,1,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,2,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,3,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,4,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,5,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,6,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,7,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,8,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,verbatim,9,0,1,,19,ok
VB-1251,VB,0,gemma3-1b,difficulty,0,0,,1,29,no_verdict
VB-1251,VB,0,gemma3-1b,difficulty,1,0,,1,29,no_verdict
VB-1251,VB,0,gemma3-1b,difficulty,2,0,1,2,35,ok
VB-1251,VB,0,gemma3-1b,difficulty,3,0,,1,29,no_verdict
VB-1251,VB,0,gemma3-1b,difficulty,4,0,1,1,34,ok
VB-1251,VB,0,gemma3-1b,difficulty,5,0,1,2,35,ok
VB-1251,VB,0,gemma3-1b,difficulty,6,0,1,2,35,ok
VB-1251,VB,0,gemma3-1b,difficulty,7,0,1,2,35,ok
VB-1251,VB,0,gemma3-1b,difficulty,8,0,,1,29,no_verdict
VB-1251,VB,0,gemma3-1b,difficulty,9,0,1,2,35,ok
VB-1251,VB,0,gemma3-1b,noref,0,0,1,,183,ok
VB-1251,VB,0,gemma3-1b,noref,1,0,1,,198,ok
